CustomerID,OrderID,Channel,PaymentType,Brand,Shop,Promotion,Sale price ,SaleDate,Reference
CTM55614,OTS549,Offline,Tiền mặt,Asus,Viettel Store,Có,13580000,12/5/2020,Nhờ người có chuyên môn tư vấn
CTM55787,OTS520,Online,Thẻ,HP,FPT Shop,Có,17760000,29/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM55818,OTS97734,Online,Thẻ,Acer,Viễn thông A,Có,5072000,7/2/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM55818,OTS924,Offline,Tiền mặt,Asus,FPT Shop,Có,10960000,11/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM55818,OTS93649,Offline,Tiền mặt,MSI,Techcare,Không,10104000,24/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM55857,OTS294,Online,Thẻ,Dell,Thế giới di động,Có,12170000,14/11/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM56001,OTS586,Online,Thẻ,Asus,Nguyễn Kim,Có,5350000,29/7/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM56002,OTS356,Online,Thẻ,Dell,Thế giới di động,Có,19060000,3/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM5611,OTS50376,Offline,Thẻ,HP,Viễn thông A,Không,17008000,9/8/2020,"Thông qua người thân, bạn bè"
CTM56361,OTS617,Offline,Tiền mặt,Asus,Techcare,Không,19720000,1/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM56429,OTS727,Offline,Tiền mặt,Dell,FPT Shop,Có,12710000,10/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM56466,OTS744,Online,Thẻ,Dell,FPT Shop,Không,13980000,30/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM56488,OTS48487,Online,Thẻ,HP,Viễn thông A,Không,9851000,19/4/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM56488,OTS784,Online,Thẻ,HP,Techcare,Có,14890000,11/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM56492,OTS91109,Offline,Thẻ,MSI,Điện máy xanh,Có,14397000,14/3/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM56492,OTS363,Online,Thẻ,HP,Điện máy xanh,Không,11400000,28/8/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM5656,OTS79465,Online,Thẻ,Asus,Viễn thông A,Không,10071000,30/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM5656,OTS861,Online,Thẻ,HP,Điện máy xanh,Có,17250000,8/9/2020,Nhân viên cửa hàng bán Laptop
CTM56729,OTS677,Offline,Thẻ,HP,Thế giới di động,Có,4670000,11/8/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Website"
CTM56755,OTS21,Online,Thẻ,Apple,Khác,Không,23110000,20/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM56866,OTS926,Offline,Tiền mặt,Dell,Khác,Có,10360000,18/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM56866,OTS60043,Offline,Tiền mặt,Asus,Viễn thông A,Không,11493000,30/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM56882,OTS467,Offline,Tiền mặt,HP,Điện máy xanh,Không,11870000,1/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM56950,OTS397,Online,Thẻ,Asus,FPT Shop,Có,3640000,27/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM56983,OTS20628,Online,Thẻ,MSI,Điện máy xanh,Không,13324000,3/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM56983,OTS992,Offline,Tiền mặt,Asus,Thế giới di động,Không,10240000,5/7/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM56984,OTS882,Online,Thẻ,Dell,Điện máy xanh,Có,13640000,19/3/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM56984,OTS52890,Online,Thẻ,Acer,Techcare,Không,18820000,6/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM57166,OTS11994,Online,Thẻ,HP,Nguyễn Kim,Có,4335000,4/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Khác"
CTM57166,OTS47409,Offline,Tiền mặt,HP,Techcare,Có,62574888,1/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM57180,OTS91,Online,Thẻ,Dell,Phi Long Technology,Có,14360000,14/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM57301,OTS393,Offline,Tiền mặt,Acer,Viễn thông A,Có,8190000,18/6/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM57308,OTS426,Online,Thẻ,Asus,Thế giới di động,Có,3580000,10/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM57399,OTS388,Online,Thẻ,Asus,Nguyễn Kim,Có,7400000,25/6/1900,Nhân viên cửa hàng bán Laptop
CTM57399,OTS62292,Online,Thẻ,HP,Điện máy xanh,Có,13929000,25/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM57399,OTS92674,Offline,Thẻ,HP,Techcare,Không,14253000,19/5/2020,"Thông qua người thân, bạn bè"
CTM57421,OTS994,Offline,Tiền mặt,Asus,FPT Shop,Có,12670000,19/8/2020,Mạng xã hội
CTM5743,OTS734,Offline,Thẻ,Dell,FPT Shop,Có,13150000,25/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM57492,OTS921,Online,Thẻ,Dell,FPT Shop,Có,15530000,16/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM57529,OTS44167,Offline,Tiền mặt,Asus,Phong Vũ,Không,10735000,25/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM57531,OTS811,Online,Thẻ,Microsoft,Viettel Store,Không,20790000,14/6/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM57571,OTS1095,Offline,Thẻ,Asus,FPT Shop,Có,12360000,4/8/2020,"Thông qua người thân, bạn bè, Mạng xã hội"
CTM57621,OTS897,Online,Thẻ,HP,Thế giới di động,Có,13340000,27/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM57621,OTS97015,Offline,Thẻ,MSI,Viễn thông A,Không,10290000,8/11/2020,Nhờ người có chuyên môn tư vấn
CTM57661,OTS864,Online,Thẻ,Apple,Khác,Có,21660000,3/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM57661,OTS33779,Offline,Thẻ,Asus,Nguyễn Kim,Không,12323000,16/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM57706,OTS948,Offline,Thẻ,Asus,Thế giới di động,Có,14970000,4/4/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM57748,OTS1094,Offline,Thẻ,Dell,Thế giới di động,Có,12130000,17/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM57817,OTS1019,Online,Thẻ,Apple,Chợ Lớn,Có,12410000,15/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM57848,OTS704,Online,Thẻ,Dell,Techcare,Có,3680000,11/3/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Khác"
CTM57890,OTS33,Online,Thẻ,Asus,FPT Shop,Có,11210000,25/5/2020,"Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM57916,OTS768,Online,Thẻ,Apple,Khác,Không,23050000,13/4/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM57957,OTS199,Online,Thẻ,Asus,Thế giới di động,Có,14780000,7/1/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM57957,OTS65988,Offline,Thẻ,MSI,Nguyễn Kim,Không,9776000,4/9/2020,Nhân viên cửa hàng bán Laptop
CTM57993,OTS81,Offline,Thẻ,HP,Techcare,Có,14390000,16/5/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM57993,OTS70652,Online,Thẻ,Acer,Viễn thông A,Có,11417000,12/7/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM57993,OTS20379,Offline,Thẻ,Asus,Phong Vũ,Không,11508000,17/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM58063,OTS68925,Online,Thẻ,Asus,Techcare,Có,5959000,17/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM58063,OTS63,Offline,Tiền mặt,Asus,Viettel Store,Có,14870000,4/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM58137,OTS38,Offline,Thẻ,Asus,Viettel Store,Có,14170000,23/6/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM58166,OTS933,Offline,Tiền mặt,Dell,Khác,Có,14020000,9/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM58271,OTS1090,Offline,Tiền mặt,Asus,Điện máy xanh,Không,15710000,5/11/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM58279,OTS93,Online,Thẻ,Asus,FPT Shop,Có,23440000,26/10/2020,Nhờ người có chuyên môn tư vấn
CTM58394,OTS36,Offline,Tiền mặt,Dell,Viettel Store,Có,18110000,23/4/2020,"Thông qua người thân, bạn bè"
CTM58394,OTS63579,Online,Thẻ,Asus,Nguyễn Kim,Không,12284000,15/10/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM5840,OTS543,Online,Thẻ,Asus,FPT Shop,Không,15930000,27/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM58500,OTS24963,Offline,Thẻ,Acer,Phong Vũ,Không,14675000,9/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM58500,OTS714,Offline,Tiền mặt,HP,FPT Shop,Không,10110000,21/9/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM58611,OTS490,Online,Thẻ,Acer,Điện máy xanh,Có,6860000,11/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM58660,OTS12041,Offline,Tiền mặt,HP,Nguyễn Kim,Có,23929000,25/6/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM58660,OTS181,Online,Thẻ,Asus,Viettel Store,Có,11600000,7/8/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM58787,OTS745,Online,Thẻ,Asus,FPT Shop,Có,12620000,31/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM58872,OTS61402,Offline,Tiền mặt,HP,Viễn thông A,Không,15682000,3/4/2020,"Thông qua người thân, bạn bè"
CTM58872,OTS44185,Offline,Tiền mặt,MSI,Techcare,Không,24273000,6/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM58872,OTS394,Online,Thẻ,HP,Techcare,Có,15170000,16/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM58959,OTS330,Offline,Tiền mặt,Asus,Viettel Store,Có,12240000,23/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM58972,OTS109,Online,Thẻ,Asus,Nguyễn Kim,Có,5140000,7/12/2020,Nhân viên cửa hàng bán Laptop
CTM59047,OTS143,Offline,Tiền mặt,Dell,Techcare,Có,5830000,26/11/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM59101,OTS205,Offline,Thẻ,Asus,Thế giới di động,Có,14400000,20/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM5916,OTS34225,Offline,Tiền mặt,HP,Phong Vũ,Không,14071000,29/1/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM5916,OTS60,Offline,Tiền mặt,Dell,Viễn thông A,Có,14150000,6/2/2020,"Thông qua người thân, bạn bè"
CTM59222,OTS42,Online,Thẻ,Apple,Phong Vũ,Có,22880000,24/8/2020,"Thông qua người thân, bạn bè, Website"
CTM5936,OTS173,Online,Thẻ,HP,FPT Shop,Không,11260000,26/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM59497,OTS31118,Online,Thẻ,HP,Techcare,Không,16390000,19/7/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM59497,OTS917,Offline,Thẻ,Dell,Khác,Có,14370000,19/7/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM59533,OTS932,Online,Thẻ,Dell,Thế giới di động,Có,10390000,2/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM59554,OTS878,Offline,Thẻ,Microsoft,Thế giới di động,Không,6520000,9/2/2020,"Thông qua người thân, bạn bè"
CTM59676,OTS13,Offline,Thẻ,Dell,Thế giới di động,Không,15410000,7/12/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM60051,OTS147,Offline,Tiền mặt,Dell,FPT Shop,Có,12770000,3/8/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM60097,OTS1082,Offline,Thẻ,Dell,Điện máy xanh,Có,11240000,9/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM60129,OTS733,Offline,Thẻ,HP,FPT Shop,Có,14840000,16/4/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM60129,OTS38896,Online,Thẻ,HP,Nguyễn Kim,Không,19901000,26/11/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM60279,OTS950,Online,Thẻ,Asus,Thế giới di động,Có,13150000,8/6/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM60509,OTS670,Offline,Tiền mặt,Acer,Điện máy xanh,Không,13870000,28/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM60557,OTS58561,Online,Thẻ,MSI,Phong Vũ,Không,13889000,29/6/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM60557,OTS212,Offline,Tiền mặt,Dell,Viettel Store,Không,10790000,4/7/2020,Nhân viên cửa hàng bán Laptop
CTM6062,OTS149,Online,Thẻ,Dell,Khác,Có,16790000,3/2/2020,"Mạng xã hội, Website"
CTM6062,OTS4617,Offline,Thẻ,Asus,Điện máy xanh,Không,8442000,23/2/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM60782,OTS657,Online,Thẻ,Dell,Techcare,Có,12400000,7/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM60838,OTS286,Offline,Thẻ,Dell,Viễn thông A,Có,13270000,2/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM60873,OTS996,Online,Thẻ,Dell,Thế giới di động,Có,14210000,27/4/2020,Nhân viên cửa hàng bán Laptop
CTM60873,OTS56660,Online,Thẻ,Acer,Nguyễn Kim,Không,10754000,15/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM60873,OTS32179,Online,Thẻ,Asus,Điện máy xanh,Không,11146000,7/11/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM60974,OTS486,Online,Thẻ,Asus,Viễn thông A,Có,18040000,18/6/2020,"Thông qua người thân, bạn bè"
CTM6107,OTS718,Offline,Thẻ,Dell,Thế giới di động,Không,8640000,8/10/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM61430,OTS163,Offline,Tiền mặt,Dell,FPT Shop,Không,18190000,15/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...), Website"
CTM61502,OTS62,Offline,Tiền mặt,HP,Thế giới di động,Có,19560000,3/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM61589,OTS900,Online,Thẻ,Dell,FPT Shop,Có,18970000,28/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM61637,OTS207,Offline,Thẻ,Asus,FPT Shop,Không,10590000,31/5/2020,Nhân viên cửa hàng bán Laptop
CTM61689,OTS922,Offline,Thẻ,Asus,Phi Long Technology,Có,24740000,13/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM61943,OTS395,Online,Thẻ,Apple,FPT Shop,Có,24370000,2/8/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM61978,OTS672,Offline,Thẻ,Dell,Phong Vũ,Có,13780000,22/11/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM62148,OTS92563,Online,Thẻ,Asus,Điện máy xanh,Không,13894000,30/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM62148,OTS579,Offline,Thẻ,Dell,FPT Shop,Không,11400000,30/10/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM62148,OTS17878,,Thẻ,Asus,Viễn thông A,Không,12502000,31/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM62244,OTS298,Online,Thẻ,HP,Thế giới di động,Có,13200000,18/2/2020,Nhân viên cửa hàng bán Laptop
CTM62280,OTS890,Online,Thẻ,Dell,Viễn thông A,Có,13060000,22/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM62325,OTS301,Online,Thẻ,Microsoft,Techcare,Có,15400000,24/3/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM62325,OTS54452,Online,Thẻ,Acer,Phong Vũ,Không,18802000,25/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM6271,OTS583,Online,Thẻ,Lenovo,Thế giới di động,Có,12440000,8/4/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM62764,OTS61,Online,Thẻ,Asus,Điện máy xanh,Không,12700000,27/8/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM62778,OTS9830,Online,Thẻ,Asus,Viễn thông A,Có,12069000,1/6/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM62778,OTS63286,Online,Thẻ,HP,Phong Vũ,Có,10552000,13/12/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM62859,OTS111,Online,Thẻ,Dell,Phong Vũ,Có,11800000,5/12/2020,"Thông qua người thân, bạn bè, Website"
CTM62870,OTS384,Offline,Thẻ,Lenovo,FPT Shop,Có,12190000,13/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM62896,OTS52265,Online,Thẻ,Acer,Điện máy xanh,Không,7364000,22/1/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM62896,OTS78048,Offline,Thẻ,HP,Phong Vũ,Có,21259000,28/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM62896,OTS736,Offline,Tiền mặt,Asus,Khác,Có,3790000,10/2/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM62896,OTS99727,Online,Thẻ,Acer,Nguyễn Kim,Không,10226000,11/8/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM62896,OTS49584,Offline,Thẻ,Acer,Techcare,Không,3521000,24/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...), Website"
CTM62987,OTS717,Online,Thẻ,Asus,FPT Shop,Có,12230000,2/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM6304,OTS635,Offline,Thẻ,Lenovo,FPT Shop,Có,4780000,18/6/2020,"Thông qua người thân, bạn bè, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM63154,OTS4,Online,Thẻ,Dell,Thế giới di động,Không,11610000,26/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM63216,OTS541,Online,Thẻ,Dell,Thế giới di động,Có,13610000,21/3/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM63282,OTS319,Offline,Tiền mặt,Lenovo,Thế giới di động,Có,14410000,14/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM63287,OTS1017,Offline,Tiền mặt,Microsoft,Viễn thông A,Có,24860000,6/2/2020,Mạng xã hội
CTM63304,OTS317,Online,Thẻ,Asus,Thế giới di động,Có,12820000,4/12/2020,"Nhờ người có chuyên môn tư vấn, Mạng xã hội, Website"
CTM63410,OTS72562,Online,Thẻ,HP,Techcare,Có,7930000,1/9/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM63410,OTS1085,Online,Thẻ,Asus,FPT Shop,Không,10010000,18/10/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Phương tiện truyền thông (báo, tivi,...)"
CTM63454,OTS48528,Online,Thẻ,Asus,Viễn thông A,Không,10980000,29/8/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop"
CTM63454,OTS495,Offline,Tiền mặt,Dell,FPT Shop,Không,19940000,26/9/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM63454,OTS2809,Offline,Thẻ,Acer,Techcare,Không,11622000,11/12/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn"
CTM63634,OTS800,Online,Thẻ,Asus,FPT Shop,Có,14080000,26/1/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM63634,OTS76166,Online,Thẻ,HP,Phong Vũ,Không,11092000,11/5/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Mạng xã hội"
CTM63734,OTS74640,Online,Thẻ,Acer,Phong Vũ,Có,4517000,11/9/2020,Nhân viên cửa hàng bán Laptop
CTM63734,OTS372,Online,Thẻ,Asus,Thế giới di động,Có,10960000,31/10/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Website"
CTM63743,OTS1040,Online,Thẻ,Dell,FPT Shop,Không,18560000,28/6/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM63744,OTS34,Offline,Thẻ,Apple,Thế giới di động,Không,21790000,17/9/2020,Website
CTM6394,OTS1014,Online,Thẻ,Asus,FPT Shop,Có,13480000,28/1/2020,Nhờ người có chuyên môn tư vấn
CTM6394,OTS50533,Offline,Thẻ,HP,Techcare,Không,30821544,18/3/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM6394,OTS78816,Online,Thẻ,Asus,Nguyễn Kim,Không,11291000,31/7/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop"
CTM64160,OTS459,Online,Thẻ,HP,Phong Vũ,Không,11880000,5/11/2020,"Thông qua người thân, bạn bè, Nhân viên cửa hàng bán Laptop, Mạng xã hội"
CTM64283,OTS740,Online,Thẻ,Asus,FPT Shop,Có,10170000,11/2/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Phương tiện truyền thông (báo, tivi,...)"
CTM64421,OTS592,Offline,Thẻ,Dell,Thế giới di động,Có,14620000,3/6/2020,"Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
CTM64614,OTS431,Online,Thẻ,HP,FPT Shop,Có,17160000,28/9/2020,"Thông qua người thân, bạn bè, Nhờ người có chuyên môn tư vấn, Nhân viên cửa hàng bán Laptop, Website"
CTM64845,OTS295,Online,Thẻ,HP,Viễn thông A,Không,18500000,15/3/2020,"Nhân viên cửa hàng bán Laptop, Mạng xã hội, Website"
